play,line,line lemmas,line type,RuSentiLex,EmoLex,LinisCrowd,ChenSkiena,ProductSentiRus,SentiRusColl,Eduard
griboyedov-gore-ot-uma,Боюсь чтобы не вышло из того...,бояться чтобы не выходить из то,spoken,-1,0,-1,-1,-1,0,-1
griboyedov-gore-ot-uma,Чего?,что,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,"Пора суда́рь вам знать вы не ребенок,",пора сударь вы знать вы не ребенок,spoken,0,1,0,0,-1,0,-1
griboyedov-gore-ot-uma,"У девушек сон утренний так тонок,",у девушка сон утренний так тонкий,spoken,1,0,0,1,1,0,-1
griboyedov-gore-ot-uma,Чуть дверью скрипнешь чуть шепнешь:,чуть дверь скрипнуть чуть шепнуть,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Всё слышат...,все слышать,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Все ты лжешь.,все ты лгать,spoken,-1,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Эй Лиза!,эй лиза,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Тс!,,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,"Ушел!.. Ах! от господ подалей,",уходить ах от господин подаль,spoken,0,0,0,1,-1,0,1
griboyedov-gore-ot-uma,У них беды себе на всякий час готовь,у они беда себя на всякий час готовить,spoken,-1,0,0,0,-1,0,1
griboyedov-gore-ot-uma,Минуй нас пуще всех печалей,миновать мы пуще весь печаль,spoken,-1,-1,0,-1,-1,0,1
griboyedov-gore-ot-uma,И барский гнев и барская любовь.,и барский гнев и барский любовь,spoken,0,0,-1,0,-1,0,1
griboyedov-gore-ot-uma,Что Лиза на тебя напало?,что лиза на ты нападывать,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Шумишь...,шуметь,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Конечно вам расстаться тяжело?,конечно вы расставаться тяжело,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,До света запершись и кажется все мало?,до свет запираться и кажется все мало,spoken,0,0,0,1,1,0,0
griboyedov-gore-ot-uma,Ах в самом деле рассвело!,ах в самый дело рассветать,spoken,0,0,0,1,0,0,1
griboyedov-gore-ot-uma,И свет и грусть. Как быстры ночи!,и свет и грусть как быстрый ночь,spoken,-1,0,0,1,-1,0,1
griboyedov-gore-ot-uma,Тужите знай со стороны нет мочи,тужить знать со сторона нет мочь,spoken,-1,1,0,-1,-1,0,0
griboyedov-gore-ot-uma,"Сюда ваш батюшка зашел я обмерла,",сюда ваш батюшка зайти я обмирать,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,"Вертелась перед ним не помню что врала,",вертеться перед он не помнить что врать,spoken,-1,0,-1,0,-1,0,0
griboyedov-gore-ot-uma,Ну что же стали вы? поклон сударь отвесьте.,ну что же становиться вы поклон сударь отвешивать,spoken,0,0,0,1,0,0,0
griboyedov-gore-ot-uma,"Подите сердце не на месте,",пойти сердце не на место,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,Смотрите на часы взгляните-ка в окно:,смотреть на часы взглядывать ка в окно,spoken,0,-1,0,0,0,0,0
griboyedov-gore-ot-uma,"Валит народ по улицам давно,",валить народ по улица давно,spoken,0,0,-1,0,-1,0,0
griboyedov-gore-ot-uma,А в доме стук ходьба метут и убирают.,а в дом стук ходьба мести и убирать,spoken,-1,0,0,-1,-1,0,0
griboyedov-gore-ot-uma,Счастливые часов не наблюдают.,счастливый час не наблюдать,spoken,1,1,1,1,-1,0,1
griboyedov-gore-ot-uma,"Не наблюдайте ваша власть,",не наблюдать ваш власть,spoken,0,1,0,0,-1,0,-1
griboyedov-gore-ot-uma,А что в ответ за вас конечно мне попасть.,а что в ответ за вы конечно я попадать,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,"Идите, целый день еще потерпим скуку.",идти целый день еще потерпеть скука,spoken,-1,-1,0,0,-1,0,0
griboyedov-gore-ot-uma,"Бог с вами-с, прочь возьмите руку.",бог с вы с прочь взять рука,spoken,0,-1,1,0,-1,0,0
griboyedov-gore-ot-uma,Что за оказия! Молчалин ты брат?,что за оказия молчалин ты брат,spoken,0,1,0,0,0,0,0
griboyedov-gore-ot-uma,Я-с.,я с,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Зачем же здесь? и в этот час?,зачем же здесь и в этот час,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,И Софья!.. Здравствуй Софья что ты,и софья здравствовать софья что ты,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Так рано поднялась! а? для какой заботы?,так рано подниматься а для какой забота,spoken,0,0,1,0,-1,0,0
griboyedov-gore-ot-uma,И как вас бог не в пору вместе свел?,и как вы бог не в пора вместе сводить,spoken,0,0,1,1,-1,0,0
griboyedov-gore-ot-uma,Он только что теперь вошел.,он только что теперь входить,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Сейчас с прогулки.,сейчас с прогулка,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Друг нельзя ли для прогулок,друг нельзя ли для прогулка,spoken,1,1,0,0,0,0,-1
griboyedov-gore-ot-uma,Подальше выбрать закоулок?,далекий выбирать закоулок,spoken,-1,1,0,0,-1,0,-1
griboyedov-gore-ot-uma,А ты сударыня чуть из постели прыг,а ты сударыня чуть из постель прыг,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,С мужчиной! с молодым! — Занятье для девицы!,с мужчина с молодой занятие для девица,spoken,0,1,-1,0,-1,0,-1
griboyedov-gore-ot-uma,Всю ночь читает небылицы,весь ночь читать небылица,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,И вот плоды от этих книг!,и вот плод от этот книга,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,А все Кузнецкий мост и вечные французы,а все кузнецкий мост и вечный француз,spoken,0,0,0,1,-1,0,-1
griboyedov-gore-ot-uma,Оттуда моды к нам и авторы и музы:,оттуда мода к мы и автор и муза,spoken,0,1,0,0,-1,0,-1
griboyedov-gore-ot-uma,Губители карманов и сердец!,губитель карман и сердце,spoken,-1,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Когда избавит нас творец,когда избавлять мы творец,spoken,0,0,1,0,-1,0,-1
griboyedov-gore-ot-uma,От шляпок их! чепцов! и шпилек! и булавок!,от шляпка их чепец и шпилька и булавка,spoken,0,1,0,0,0,0,-1
griboyedov-gore-ot-uma,И книжных и бисквитных лавок!,и книжный и бисквитный лавка,spoken,0,1,0,0,-1,0,-1
griboyedov-gore-ot-uma,"Позвольте батюшка кружится голова,",позволять батюшка кружиться голова,spoken,0,0,0,1,-1,0,-1
griboyedov-gore-ot-uma,"Я от испуга дух перевожу едва,",я от испуг дух переводить едва,spoken,-1,0,0,-1,-1,0,-1
griboyedov-gore-ot-uma,Изволили вбежать вы так проворно,изволить вбегать вы так проворно,spoken,0,0,0,1,0,0,-1
griboyedov-gore-ot-uma,Смешалась я.,смешаться я,spoken,-1,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Благодарю покорно,благодарить покорно,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Я скоро к ним вбежал!,я скоро к он вбегать,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Я помешал! я испужал!,я помешать я испужать,spoken,-1,0,0,-1,-1,0,-1
griboyedov-gore-ot-uma,Я Софья Павловна расстроен сам день целый,я софья павловна расстраивать сам день целый,spoken,-1,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Нет отдыха мечусь как словно угорелый.,нет отдых метаться как словно угорелый,spoken,-1,1,0,1,0,0,-1
griboyedov-gore-ot-uma,По должности по службе хлопотня,по должность по служба хлопотня,spoken,0,0,0,1,0,0,-1
griboyedov-gore-ot-uma,Тот пристает другой всем дело до меня!,тот приставать другой все дело до я,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Но ждал ли новых я хлопот? чтоб был обманут...,но ждать ли новый я хлопоты чтоб быть обманывать,spoken,-1,-1,0,1,-1,0,-1
griboyedov-gore-ot-uma,Кем батюшка?,кто батюшка,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Вот попрекать мне станут,вот попрекать я становиться,spoken,-1,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Что без толку всегда журю,что без толк всегда журить,spoken,0,0,-1,0,-1,0,-1
griboyedov-gore-ot-uma,Не плачь я дело говорю:,не плакать я дело говорить,spoken,-1,0,-1,-1,-1,0,-1
griboyedov-gore-ot-uma,Уж об твоем ли не радели,уж об твой ли не радеть,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Об воспитаньи! с колыбели!,об воспитание с колыбель,spoken,0,1,0,1,0,0,-1
griboyedov-gore-ot-uma,Мать умерла: умел я принанять,мать умирать уметь я принанимать,spoken,0,0,-1,-1,-1,0,-1
griboyedov-gore-ot-uma,В мадам Розье вторую мать.,в мадам розье второй мать,spoken,0,0,1,0,0,0,-1
griboyedov-gore-ot-uma,Старушку-золото в надзор к тебе приставил:,старушка золото в надзор к ты приставлять,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Умна была нрав тихий редких правил.,умный быть нрав тихий редкий правило,spoken,1,1,1,1,-1,0,-1
griboyedov-gore-ot-uma,Одно не к чести служит ей:,один не к честь служить она,spoken,1,1,-1,1,0,0,-1
griboyedov-gore-ot-uma,За лишних в год пятьсот рублей,за лишний в год пятьсот рубль,spoken,-1,0,0,-1,-1,0,-1
griboyedov-gore-ot-uma,Сманить себя другими допустила.,сманивать себя другой допускать,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Да не в мадаме сила.,да не в мадам сила,spoken,0,0,0,1,0,0,-1
griboyedov-gore-ot-uma,Не надобно иного образца,не надобно иной образец,spoken,1,0,0,1,0,0,-1
griboyedov-gore-ot-uma,Когда в глазах пример отца.,когда в глаз пример отец,spoken,1,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,"Смотри ты на меня: не хвастаю сложеньем,",смотреть ты на я не хвастать сложение,spoken,0,-1,0,0,0,0,-1
griboyedov-gore-ot-uma,Однако бодр и свеж и дожил до седин,однако бодрый и свежий и доживать до седина,spoken,1,1,1,1,-1,0,-1
griboyedov-gore-ot-uma,Свободен вдов себе я господин...,свободный вдова себя я господин,spoken,1,0,1,1,-1,0,-1
griboyedov-gore-ot-uma,Монашеским известен поведеньем!..,монашеский известный поведение,spoken,0,1,0,1,-1,0,-1
griboyedov-gore-ot-uma,Осмелюсь я суда́рь...,осмеливаться я сударь,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Молчать!,молчать,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Ужасный век! Не знаешь что начать!,ужасный век не знать что начинать,spoken,-1,0,-1,0,0,0,-1
griboyedov-gore-ot-uma,Все умудрились не по ле́там,все умудряться не по лет,spoken,0,0,-1,0,-1,0,-1
griboyedov-gore-ot-uma,А пуще дочери да сами добряки,а пуще дочь да сам добряк,spoken,1,1,-1,0,0,0,-1
griboyedov-gore-ot-uma,Дались нам эти языки!,даваться мы этот язык,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Берем же побродяг и в дом и по билетам,брать же побродяга и в дом и по билет,spoken,0,0,1,0,-1,0,-1
griboyedov-gore-ot-uma,Чтоб наших дочерей всему учить всему —,чтоб наш дочь все учить весь,spoken,0,1,1,0,-1,0,-1
griboyedov-gore-ot-uma,И танцам! и пенью́! и нежностям! и вздохам!,и танец и пение и нежность и вздох,spoken,-1,1,-1,1,-1,0,-1
griboyedov-gore-ot-uma,Как будто в жены их готовим скоморохам.,как будто в жена они готовить скоморох,spoken,0,0,1,1,0,0,-1
griboyedov-gore-ot-uma,Ты посетитель что? ты здесь сударь к чему?,ты посетитель что ты здесь сударь к что,spoken,0,1,0,0,0,0,-1
griboyedov-gore-ot-uma,Безродного пригрел и ввел в мое семейство,безродный пригревать и вводить в мой семейство,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,"Дал чин асессора и взял в секретари,",давать чин асессор и взять в секретарь,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,"В Москву переведен через мое содейство,",в москва перевести через мой содейство,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,И будь не я коптел бы ты в Твери.,и быть не я коптеть бы ты в тверь,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Я гнева вашего никак не растолкую.,я гнев ваш никак не растолковывать,spoken,-1,-1,-1,-1,-1,0,-1
griboyedov-gore-ot-uma,Он в доме здесь живет великая напасть!,он в дом здесь жить великий напасть,spoken,-1,0,1,0,-1,0,-1
griboyedov-gore-ot-uma,Шел в комнату попал в другую.,идти в комната попадать в другой,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Попал или хотел попасть?,попадать или хотеть попадать,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Да вместе вы зачем? Нельзя чтобы случайно.,да вместе вы зачем нельзя чтобы случайно,spoken,0,1,0,-1,-1,0,-1
griboyedov-gore-ot-uma,Вот в чем однако случай весь:,вот в что однако случай весь,spoken,0,0,0,-1,0,0,0
griboyedov-gore-ot-uma,Как давиче вы с Лизой были здесь,как давич вы с лиза быть здесь,spoken,0,0,0,1,0,0,0
griboyedov-gore-ot-uma,Перепугал меня ваш голос чрезвычайно,перепугать я ваш голос чрезвычайно,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,И бросилась сюда я со всех ног...,и бросаться сюда я со весь нога,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Пожалуй на меня всю суматоху сложит.,пожалуй на я весь суматоха слагать,spoken,-1,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Не в пору голос мой наделал им тревог!,не в пора голос мой наделать они тревога,spoken,-1,0,0,-1,0,0,-1
griboyedov-gore-ot-uma,"По смутном сне безделица тревожит,",по смутный сон безделица тревожить,spoken,-1,-1,-1,0,-1,0,0
griboyedov-gore-ot-uma,Сказать вам сон: поймете вы тогда.,сказать вы сон понимать вы тогда,spoken,1,0,0,1,-1,0,0
griboyedov-gore-ot-uma,Что за история?,что за история,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Вам рассказать?,вы рассказывать,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Ну да.,ну да,spoken,0,1,0,1,0,0,0
griboyedov-gore-ot-uma,Позвольте... видите ль... сначала,позволять видеть ль сначала,spoken,0,0,0,1,-1,0,1
griboyedov-gore-ot-uma,"Цветистый луг, и я искала",цветистый луг и я искать,spoken,0,1,1,0,-1,0,1
griboyedov-gore-ot-uma,Траву,трава,spoken,0,0,-1,0,0,0,1
griboyedov-gore-ot-uma,Какую-то не вспомню наяву.,какой-то не вспомнить наяву,spoken,0,0,0,0,-1,0,1
griboyedov-gore-ot-uma,Вдруг милый человек один из тех кого мы,вдруг милый человек один из тот кто мы,spoken,1,1,1,0,0,0,1
griboyedov-gore-ot-uma,Увидим — будто век знакомы,увидеть будто век знакомый,spoken,0,0,0,1,-1,0,1
griboyedov-gore-ot-uma,"Явился тут со мной, и вкрадчив и умен",являться тут со я и вкрадчивый и умный,spoken,0,1,1,1,1,0,1
griboyedov-gore-ot-uma,Но робок... знаете кто в бедности рожден...,но робкий знать кто в бедность рожать,spoken,-1,-1,-1,-1,-1,0,1
griboyedov-gore-ot-uma,Ах матушка не довершай удара!,ах матушка не довершать удар,spoken,-1,0,1,-1,0,0,-1
griboyedov-gore-ot-uma,Кто беден тот тебе не пара!,кто бедный тот ты не пара,spoken,-1,0,-1,0,-1,0,-1
griboyedov-gore-ot-uma,Потом пропало все: луга и небеса. —,потом пропадать весь луг и небо,spoken,-1,1,-1,1,-1,0,-1
griboyedov-gore-ot-uma,Мы в темной комнате. Для довершенья чуда,мы в темный комната для довершение чудо,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Раскрылся пол — и вы оттуда,раскрываться пол и вы оттуда,spoken,0,1,0,0,-1,0,-1
griboyedov-gore-ot-uma,Бледны как смерть и дыбом волоса!,бледный как смерть и дыбом волос,spoken,-1,-1,-1,0,1,0,-1
griboyedov-gore-ot-uma,Тут с громом распахнулись двери,тут с гром распахиваться дверь,spoken,0,0,0,0,0,0,-1
griboyedov-gore-ot-uma,Какие-то не люди и не звери,какой-то не человек и не зверь,spoken,-1,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Нас врознь — и мучили сидевшего со мной.,мы врознь и мучить сидеть со я,spoken,-1,0,0,-1,-1,0,-1
griboyedov-gore-ot-uma,Он будто мне дороже всех сокровищ,он будто я дорогой весь сокровище,spoken,1,1,0,1,0,0,-1
griboyedov-gore-ot-uma,Хочу к нему — вы тащите с собой:,хотеть к он вы тащить с себя,spoken,0,0,0,-1,0,0,-1
griboyedov-gore-ot-uma,Нас провожают стон рев хохот свист чудовищ!,мы провожать стон рев хохот свист чудовище,spoken,-1,-1,-1,-1,0,0,-1
griboyedov-gore-ot-uma,Он вслед кричит!.. —,он вслед кричать,spoken,0,0,0,0,-1,0,-1
griboyedov-gore-ot-uma,Проснулась. — Кто-то говорит:,просыпаться кто-то говорить,spoken,0,1,0,0,-1,0,-1
griboyedov-gore-ot-uma,"Ваш голос был, что думаю так рано?",ваш голос быть что думать так рано,spoken,0,0,0,1,-1,0,-1
griboyedov-gore-ot-uma,Бегу сюда — и вас обоих нахожу.,бежать сюда и вы оба находить,spoken,0,0,0,-1,-1,0,-1
griboyedov-gore-ot-uma,"Да дурен сон, как погляжу",да дурной сон как поглядеть,spoken,-1,1,-1,0,-1,0,0
griboyedov-gore-ot-uma,Тут всё есть коли нет обмана:,тут все быть коли нет обман,spoken,-1,-1,-1,-1,0,0,0
griboyedov-gore-ot-uma,И черти и любовь и страхи и цветы.,и черт и любовь и страх и цветок,spoken,0,-1,-1,0,-1,0,0
griboyedov-gore-ot-uma,Ну сударь мой а ты?,ну сударь мой а ты,spoken,0,0,0,1,0,0,0
griboyedov-gore-ot-uma,Я слышал голос ваш.,я слышать голос ваш,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Забавно.,забавно,spoken,0,0,0,0,1,0,0
griboyedov-gore-ot-uma,Дался им голос мой и как себе исправно,даваться он голос мой и как себя исправный,spoken,1,0,0,1,-1,0,0
griboyedov-gore-ot-uma,Всем слышится и всех сзывает до зари!,все слышаться и все сзывать до заря,spoken,0,0,0,1,0,0,0
griboyedov-gore-ot-uma,На голос мой спешил за чем же? — говори.,на голос мой спешить за что же говорить,spoken,0,1,0,-1,-1,0,0
griboyedov-gore-ot-uma,С бумагами-с.,с бумага с,spoken,0,0,0,0,0,0,0
griboyedov-gore-ot-uma,Да! их недоставало.,да они недоставать,spoken,-1,1,0,0,-1,0,-1
griboyedov-gore-ot-uma,Помилуйте что это вдруг припало,помиловать что это вдруг припадать,spoken,0,0,0,-1,-1,0,-1
griboyedov-gore-ot-uma,Усердье к письменным делам!,усердие к письменный дело,spoken,1,0,0,1,0,0,-1
griboyedov-gore-ot-uma,Ну Сонюшка тебе покой я дам:,ну сонюшка ты покой я давать,spoken,0,0,1,1,-1,0,1
griboyedov-gore-ot-uma,"Бывают странны сны а наяву страннее,",бывать странный сон а наяву странно,spoken,0,0,0,-1,-1,0,1
griboyedov-gore-ot-uma,Искала ты себе травы,искать ты себя трава,spoken,0,0,1,0,-1,0,1
griboyedov-gore-ot-uma,"На друга набрела скорее,",на друг набредать скоро,spoken,1,1,0,0,-1,0,1
griboyedov-gore-ot-uma,"Повыкинь вздор из головы,",повыкинуть вздор из голова,spoken,-1,0,-1,0,0,0,1
griboyedov-gore-ot-uma,Где чудеса там мало складу. —,где чудо там мало склад,spoken,1,1,1,1,0,0,1
griboyedov-gore-ot-uma,Поди-ка ляг усни опять.,поди ка ложиться уснуть опять,spoken,0,0,0,0,-1,0,1
griboyedov-gore-ot-uma,Идем бумаги разбирать.,идти бумага разбирать,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Я только нес их для докладу,я только нести они для доклад,spoken,0,0,0,0,-1,0,0
griboyedov-gore-ot-uma,Что в ход нельзя пустить без справок без иных,что в ход нельзя пускать без справка без иной,spoken,0,0,0,1,-1,0,0
griboyedov-gore-ot-uma,Противуречья есть и многое не дельно.,противуречье быть и многое не дельно,spoken,0,0,0,0,0,0,0
